forecast_id,corridor_id,section_id,forecast_date,window_start,window_end,expected_train_count,lower_bound,upper_bound,confidence,expected_occupancy_minutes,synthetic_data
FORECAST-001356,COR-03,SEC-09,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,2,1,3,0.73,36,True
FORECAST-001357,COR-04,SEC-10,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,1,0,3,0.78,28,True
FORECAST-001358,COR-04,SEC-10,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,0,0,1,0.75,0,True
FORECAST-001359,COR-04,SEC-10,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,1,0,2,0.93,22,True
FORECAST-001360,COR-04,SEC-10,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,1,0,2,0.88,27,True
FORECAST-001361,COR-04,SEC-11,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,0,0,1,0.77,0,True
FORECAST-001362,COR-04,SEC-11,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,2,1,3,0.92,50,True
FORECAST-001363,COR-04,SEC-11,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,4,2,6,0.75,100,True
FORECAST-001364,COR-04,SEC-11,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,3,1,5,0.93,57,True
FORECAST-001365,COR-04,SEC-12,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,3,1,5,0.78,72,True
FORECAST-001366,COR-04,SEC-12,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,2,1,3,0.78,36,True
FORECAST-001367,COR-04,SEC-12,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,0,0,2,0.74,0,True
FORECAST-001368,COR-04,SEC-12,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,3,2,4,0.77,69,True
FORECAST-001369,COR-05,SEC-13,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,7,6,8,0.88,147,True
FORECAST-001370,COR-05,SEC-13,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,3,1,5,0.77,63,True
FORECAST-001371,COR-05,SEC-13,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,5,4,6,0.77,100,True
FORECAST-001372,COR-05,SEC-13,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,7,6,8,0.91,147,True
FORECAST-001373,COR-05,SEC-14,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,5,3,7,0.72,105,True
FORECAST-001374,COR-05,SEC-14,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,6,4,8,0.77,138,True
FORECAST-001375,COR-05,SEC-14,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,4,3,5,0.72,104,True
FORECAST-001376,COR-05,SEC-14,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,4,2,6,0.81,80,True
FORECAST-001377,COR-05,SEC-15,2026-09-23,2026-09-23T00:00:00,2026-09-23T06:00:00,7,6,8,0.9,168,True
FORECAST-001378,COR-05,SEC-15,2026-09-23,2026-09-23T06:00:00,2026-09-23T12:00:00,7,5,9,0.88,161,True
FORECAST-001379,COR-05,SEC-15,2026-09-23,2026-09-23T12:00:00,2026-09-23T18:00:00,3,2,4,0.8,75,True
FORECAST-001380,COR-05,SEC-15,2026-09-23,2026-09-23T18:00:00,2026-09-24T00:00:00,4,3,5,0.93,104,True
FORECAST-001381,COR-01,SEC-01,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,1,0,3,0.79,19,True
FORECAST-001382,COR-01,SEC-01,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,3,2,4,0.78,60,True
FORECAST-001383,COR-01,SEC-01,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,2,1,3,0.84,36,True
FORECAST-001384,COR-01,SEC-01,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,0,0,1,0.73,0,True
FORECAST-001385,COR-01,SEC-02,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,1,0,3,0.78,26,True
FORECAST-001386,COR-01,SEC-02,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,2,0,4,0.75,54,True
FORECAST-001387,COR-01,SEC-02,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,4,2,6,0.86,88,True
FORECAST-001388,COR-01,SEC-02,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,0,0,1,0.75,0,True
FORECAST-001389,COR-01,SEC-03,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,3,2,4,0.76,78,True
FORECAST-001390,COR-01,SEC-03,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,4,3,5,0.83,76,True
FORECAST-001391,COR-01,SEC-03,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,1,0,3,0.81,20,True
FORECAST-001392,COR-01,SEC-03,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,3,2,4,0.93,81,True
FORECAST-001393,COR-02,SEC-04,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,4,2,6,0.75,76,True
FORECAST-001394,COR-02,SEC-04,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,3,2,4,0.86,54,True
FORECAST-001395,COR-02,SEC-04,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,1,0,2,0.75,26,True
FORECAST-001396,COR-02,SEC-04,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,0,0,2,0.74,0,True
FORECAST-001397,COR-02,SEC-05,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,0,0,2,0.93,0,True
FORECAST-001398,COR-02,SEC-05,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,1,0,2,0.83,18,True
FORECAST-001399,COR-02,SEC-05,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,2,0,4,0.84,50,True
FORECAST-001400,COR-02,SEC-05,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,2,1,3,0.82,40,True
FORECAST-001401,COR-02,SEC-06,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,3,2,4,0.77,60,True
FORECAST-001402,COR-02,SEC-06,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,4,3,5,0.8,112,True
FORECAST-001403,COR-02,SEC-06,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,2,1,3,0.72,42,True
FORECAST-001404,COR-02,SEC-06,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,2,1,3,0.85,44,True
FORECAST-001405,COR-03,SEC-07,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,0,0,2,0.74,0,True
FORECAST-001406,COR-03,SEC-07,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,0,0,1,0.81,0,True
FORECAST-001407,COR-03,SEC-07,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,2,1,3,0.85,44,True
FORECAST-001408,COR-03,SEC-07,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,2,1,3,0.9,46,True
FORECAST-001409,COR-03,SEC-08,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,0,0,2,0.93,0,True
FORECAST-001410,COR-03,SEC-08,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,0,0,1,0.82,0,True
FORECAST-001411,COR-03,SEC-08,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,1,0,2,0.93,18,True
FORECAST-001412,COR-03,SEC-08,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,1,0,2,0.82,28,True
FORECAST-001413,COR-03,SEC-09,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,3,2,4,0.77,81,True
FORECAST-001414,COR-03,SEC-09,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,2,1,3,0.73,56,True
FORECAST-001415,COR-03,SEC-09,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,3,1,5,0.91,78,True
FORECAST-001416,COR-03,SEC-09,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,4,3,5,0.8,96,True
FORECAST-001417,COR-04,SEC-10,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,2,1,3,0.74,40,True
FORECAST-001418,COR-04,SEC-10,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,2,0,4,0.76,42,True
FORECAST-001419,COR-04,SEC-10,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,1,0,3,0.8,21,True
FORECAST-001420,COR-04,SEC-10,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,2,1,3,0.93,44,True
FORECAST-001421,COR-04,SEC-11,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,4,2,6,0.81,108,True
FORECAST-001422,COR-04,SEC-11,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,3,2,4,0.88,63,True
FORECAST-001423,COR-04,SEC-11,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,4,2,6,0.89,112,True
FORECAST-001424,COR-04,SEC-11,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,3,2,4,0.84,84,True
FORECAST-001425,COR-04,SEC-12,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,0,0,2,0.85,0,True
FORECAST-001426,COR-04,SEC-12,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,0,0,1,0.74,0,True
FORECAST-001427,COR-04,SEC-12,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,3,2,4,0.93,78,True
FORECAST-001428,COR-04,SEC-12,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,3,1,5,0.77,78,True
FORECAST-001429,COR-05,SEC-13,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,3,2,4,0.8,57,True
FORECAST-001430,COR-05,SEC-13,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,5,3,7,0.84,120,True
FORECAST-001431,COR-05,SEC-13,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,5,4,6,0.87,140,True
FORECAST-001432,COR-05,SEC-13,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,7,6,8,0.75,161,True
FORECAST-001433,COR-05,SEC-14,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,3,2,4,0.84,60,True
FORECAST-001434,COR-05,SEC-14,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,4,3,5,0.83,104,True
FORECAST-001435,COR-05,SEC-14,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,5,4,6,0.79,95,True
FORECAST-001436,COR-05,SEC-14,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,4,2,6,0.72,80,True
FORECAST-001437,COR-05,SEC-15,2026-09-24,2026-09-24T00:00:00,2026-09-24T06:00:00,5,4,6,0.83,130,True
FORECAST-001438,COR-05,SEC-15,2026-09-24,2026-09-24T06:00:00,2026-09-24T12:00:00,4,2,6,0.88,100,True
FORECAST-001439,COR-05,SEC-15,2026-09-24,2026-09-24T12:00:00,2026-09-24T18:00:00,6,5,7,0.75,108,True
FORECAST-001440,COR-05,SEC-15,2026-09-24,2026-09-24T18:00:00,2026-09-25T00:00:00,3,2,4,0.81,78,True
FORECAST-001441,COR-01,SEC-01,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,0,0,2,0.92,0,True
FORECAST-001442,COR-01,SEC-01,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,0,0,1,0.94,0,True
FORECAST-001443,COR-01,SEC-01,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,2,0,4,0.9,46,True
FORECAST-001444,COR-01,SEC-01,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,0,0,1,0.93,0,True
FORECAST-001445,COR-01,SEC-02,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,1,0,2,0.94,27,True
FORECAST-001446,COR-01,SEC-02,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,2,1,3,0.8,48,True
FORECAST-001447,COR-01,SEC-02,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,2,1,3,0.72,36,True
FORECAST-001448,COR-01,SEC-02,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,4,3,5,0.85,104,True
FORECAST-001449,COR-01,SEC-03,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,4,3,5,0.92,108,True
FORECAST-001450,COR-01,SEC-03,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,4,3,5,0.92,80,True
FORECAST-001451,COR-01,SEC-03,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,1,0,3,0.75,28,True
FORECAST-001452,COR-01,SEC-03,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,1,0,2,0.91,27,True
FORECAST-001453,COR-02,SEC-04,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,0,0,2,0.73,0,True
FORECAST-001454,COR-02,SEC-04,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,2,1,3,0.74,36,True
FORECAST-001455,COR-02,SEC-04,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,1,0,3,0.74,18,True
FORECAST-001456,COR-02,SEC-04,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,4,3,5,0.81,84,True
FORECAST-001457,COR-02,SEC-05,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,4,3,5,0.78,92,True
FORECAST-001458,COR-02,SEC-05,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,3,1,5,0.89,63,True
FORECAST-001459,COR-02,SEC-05,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,0,0,1,0.93,0,True
FORECAST-001460,COR-02,SEC-05,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,0,0,1,0.81,0,True
FORECAST-001461,COR-02,SEC-06,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,0,0,1,0.93,0,True
FORECAST-001462,COR-02,SEC-06,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,3,1,5,0.92,66,True
FORECAST-001463,COR-02,SEC-06,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,3,2,4,0.92,63,True
FORECAST-001464,COR-02,SEC-06,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,4,3,5,0.93,96,True
FORECAST-001465,COR-03,SEC-07,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,4,3,5,0.86,72,True
FORECAST-001466,COR-03,SEC-07,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,4,3,5,0.78,84,True
FORECAST-001467,COR-03,SEC-07,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,0,0,2,0.77,0,True
FORECAST-001468,COR-03,SEC-07,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,3,2,4,0.76,84,True
FORECAST-001469,COR-03,SEC-08,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,2,1,3,0.79,50,True
FORECAST-001470,COR-03,SEC-08,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,3,2,4,0.77,84,True
FORECAST-001471,COR-03,SEC-08,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,0,0,1,0.86,0,True
FORECAST-001472,COR-03,SEC-08,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,0,0,2,0.82,0,True
FORECAST-001473,COR-03,SEC-09,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,2,1,3,0.75,38,True
FORECAST-001474,COR-03,SEC-09,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,2,0,4,0.89,42,True
FORECAST-001475,COR-03,SEC-09,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,4,2,6,0.83,88,True
FORECAST-001476,COR-03,SEC-09,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,1,0,2,0.72,27,True
FORECAST-001477,COR-04,SEC-10,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,1,0,3,0.76,22,True
FORECAST-001478,COR-04,SEC-10,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,1,0,2,0.78,24,True
FORECAST-001479,COR-04,SEC-10,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,2,1,3,0.92,42,True
FORECAST-001480,COR-04,SEC-10,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,4,3,5,0.78,92,True
FORECAST-001481,COR-04,SEC-11,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,3,2,4,0.86,63,True
FORECAST-001482,COR-04,SEC-11,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,1,0,3,0.79,23,True
FORECAST-001483,COR-04,SEC-11,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,2,1,3,0.77,42,True
FORECAST-001484,COR-04,SEC-11,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,3,1,5,0.81,60,True
FORECAST-001485,COR-04,SEC-12,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,4,2,6,0.74,108,True
FORECAST-001486,COR-04,SEC-12,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,0,0,1,0.93,0,True
FORECAST-001487,COR-04,SEC-12,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,2,1,3,0.84,52,True
FORECAST-001488,COR-04,SEC-12,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,3,2,4,0.94,66,True
FORECAST-001489,COR-05,SEC-13,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,7,6,8,0.91,196,True
FORECAST-001490,COR-05,SEC-13,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,4,3,5,0.72,112,True
FORECAST-001491,COR-05,SEC-13,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,5,3,7,0.87,130,True
FORECAST-001492,COR-05,SEC-13,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,7,6,8,0.82,196,True
FORECAST-001493,COR-05,SEC-14,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,5,4,6,0.91,115,True
FORECAST-001494,COR-05,SEC-14,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,6,5,7,0.9,144,True
FORECAST-001495,COR-05,SEC-14,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,6,5,7,0.87,144,True
FORECAST-001496,COR-05,SEC-14,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,7,6,8,0.85,126,True
FORECAST-001497,COR-05,SEC-15,2026-09-25,2026-09-25T00:00:00,2026-09-25T06:00:00,6,4,8,0.93,156,True
FORECAST-001498,COR-05,SEC-15,2026-09-25,2026-09-25T06:00:00,2026-09-25T12:00:00,6,5,7,0.86,108,True
FORECAST-001499,COR-05,SEC-15,2026-09-25,2026-09-25T12:00:00,2026-09-25T18:00:00,6,4,8,0.88,150,True
FORECAST-001500,COR-05,SEC-15,2026-09-25,2026-09-25T18:00:00,2026-09-26T00:00:00,5,4,6,0.73,135,True
FORECAST-001501,COR-01,SEC-01,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,2,0,4,0.86,44,True
FORECAST-001502,COR-01,SEC-01,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,2,0,4,0.89,48,True
FORECAST-001503,COR-01,SEC-01,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,1,0,3,0.83,22,True
FORECAST-001504,COR-01,SEC-01,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,0,0,2,0.87,0,True
FORECAST-001505,COR-01,SEC-02,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,4,3,5,0.83,80,True
FORECAST-001506,COR-01,SEC-02,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,4,2,6,0.79,80,True
FORECAST-001507,COR-01,SEC-02,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,3,1,5,0.82,54,True
FORECAST-001508,COR-01,SEC-02,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,4,2,6,0.87,72,True
FORECAST-001509,COR-01,SEC-03,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.75,63,True
FORECAST-001510,COR-01,SEC-03,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,3,2,4,0.86,54,True
FORECAST-001511,COR-01,SEC-03,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,0,0,2,0.91,0,True
FORECAST-001512,COR-01,SEC-03,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,2,0,4,0.84,36,True
FORECAST-001513,COR-02,SEC-04,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,1,0,3,0.82,22,True
FORECAST-001514,COR-02,SEC-04,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,1,0,2,0.73,24,True
FORECAST-001515,COR-02,SEC-04,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,1,0,2,0.92,26,True
FORECAST-001516,COR-02,SEC-04,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,2,0,4,0.77,46,True
FORECAST-001517,COR-02,SEC-05,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.94,57,True
FORECAST-001518,COR-02,SEC-05,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,4,3,5,0.88,76,True
FORECAST-001519,COR-02,SEC-05,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,0,0,2,0.77,0,True
FORECAST-001520,COR-02,SEC-05,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,0,0,2,0.92,0,True
FORECAST-001521,COR-02,SEC-06,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,0,0,1,0.84,0,True
FORECAST-001522,COR-02,SEC-06,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,0,0,1,0.88,0,True
FORECAST-001523,COR-02,SEC-06,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,0,0,1,0.84,0,True
FORECAST-001524,COR-02,SEC-06,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,4,3,5,0.81,108,True
FORECAST-001525,COR-03,SEC-07,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,1,0,2,0.84,26,True
FORECAST-001526,COR-03,SEC-07,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,0,0,1,0.87,0,True
FORECAST-001527,COR-03,SEC-07,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,4,3,5,0.72,108,True
FORECAST-001528,COR-03,SEC-07,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,0,0,1,0.83,0,True
FORECAST-001529,COR-03,SEC-08,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,1,0,3,0.84,27,True
FORECAST-001530,COR-03,SEC-08,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,2,1,3,0.86,38,True
FORECAST-001531,COR-03,SEC-08,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,1,0,3,0.83,27,True
FORECAST-001532,COR-03,SEC-08,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,4,2,6,0.83,112,True
FORECAST-001533,COR-03,SEC-09,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.73,60,True
FORECAST-001534,COR-03,SEC-09,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,1,0,3,0.82,28,True
FORECAST-001535,COR-03,SEC-09,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,3,2,4,0.77,63,True
FORECAST-001536,COR-03,SEC-09,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,3,2,4,0.76,60,True
FORECAST-001537,COR-04,SEC-10,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,1,0,2,0.78,26,True
FORECAST-001538,COR-04,SEC-10,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,2,0,4,0.77,44,True
FORECAST-001539,COR-04,SEC-10,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,1,0,2,0.82,25,True
FORECAST-001540,COR-04,SEC-10,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,3,2,4,0.89,81,True
FORECAST-001541,COR-04,SEC-11,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.79,78,True
FORECAST-001542,COR-04,SEC-11,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,3,2,4,0.78,72,True
FORECAST-001543,COR-04,SEC-11,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,4,3,5,0.75,84,True
FORECAST-001544,COR-04,SEC-11,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,3,2,4,0.83,75,True
FORECAST-001545,COR-04,SEC-12,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.74,78,True
FORECAST-001546,COR-04,SEC-12,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,3,2,4,0.86,60,True
FORECAST-001547,COR-04,SEC-12,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,0,0,2,0.74,0,True
FORECAST-001548,COR-04,SEC-12,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,0,0,1,0.74,0,True
FORECAST-001549,COR-05,SEC-13,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,4,3,5,0.74,92,True
FORECAST-001550,COR-05,SEC-13,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,5,4,6,0.88,100,True
FORECAST-001551,COR-05,SEC-13,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,4,3,5,0.87,108,True
FORECAST-001552,COR-05,SEC-13,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,5,3,7,0.79,130,True
FORECAST-001553,COR-05,SEC-14,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,2,4,0.88,84,True
FORECAST-001554,COR-05,SEC-14,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,5,3,7,0.92,90,True
FORECAST-001555,COR-05,SEC-14,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,7,6,8,0.83,189,True
FORECAST-001556,COR-05,SEC-14,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,3,1,5,0.74,63,True
FORECAST-001557,COR-05,SEC-15,2026-09-26,2026-09-26T00:00:00,2026-09-26T06:00:00,3,1,5,0.89,66,True
FORECAST-001558,COR-05,SEC-15,2026-09-26,2026-09-26T06:00:00,2026-09-26T12:00:00,3,2,4,0.75,84,True
FORECAST-001559,COR-05,SEC-15,2026-09-26,2026-09-26T12:00:00,2026-09-26T18:00:00,6,5,7,0.77,108,True
FORECAST-001560,COR-05,SEC-15,2026-09-26,2026-09-26T18:00:00,2026-09-27T00:00:00,4,2,6,0.79,112,True
FORECAST-001561,COR-01,SEC-01,2026-09-27,2026-09-27T00:00:00,2026-09-27T06:00:00,2,1,3,0.76,42,True
FORECAST-001562,COR-01,SEC-01,2026-09-27,2026-09-27T06:00:00,2026-09-27T12:00:00,3,1,5,0.76,54,True
